Nom,Etat,Quality,Organization,Administration,Code Postale,Region,Total des classes,Nombre total d'étudiants
  م.إ. سيدي نصر ,Publique,moyenne,  المنستير ,  المنستير ,  05000 ,  بلدي ,  12 ,  326 
  م.إ. سقانص النخيل ,Publique,moyenne,  المنستير ,  المنستير ,  05000 ,  بلدي ,  6 ,  143 
  م.إ. الفرينة ,Publique,moyenne,  المنستير ,  المنستير ,  05019 ,  بلدي ,  13 ,  318 
  م.إ. عمر سكلي خنيس ,Publique,moyenne,  المنستير ,  المنستير ,  05011 ,  بلدي ,  6 ,  161 
  م.إ. العقبة ,Publique,moyenne,  المنستير ,  المنستير ,  05000 ,  بلدي ,  11 ,  269 
  م.إ. الرياض ,Publique,moyenne,  المنستير ,  المنستير ,  05000 ,  بلدي ,  6 ,  153 
  م.إ.مختار بن عمر القصيبة ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05031 ,  بلدي ,  17 ,  500 
  م.إ. الفتح ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05031 ,  بلدي ,  16 ,  406 
  م.إ. طوزة ابن خلدون ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05032 ,  بلدي ,  19 ,  566 
  م.إ. طوزة بورقيبة ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05023 ,  بلدي ,  15 ,  382 
  م.إ. بنان حمدان ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05025 ,  بلدي ,  22 ,  652 
  م.إ. بوضر ,Publique,excellent,  المنستير ,  قصيبة المديوني ,  05063 ,  بلدي ,  6 ,  115 
  م.إ. بنان 20 مارس ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05025 ,  بلدي ,  25 ,  734 
  م.إ. بنان الجمهورية ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05025 ,  بلدي ,  8 ,  186 
  م.إ. بنان ناجي بن سالم ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05025 ,  بلدي ,  8 ,  174 
  م.إ. الناظور ,Publique,moyenne,  المنستير ,  قصيبة المديوني ,  05031 ,  بلدي ,  18 ,  521 
  م.إ. الأمل ,Publique,moyenne,  المنستير ,  الوردنين ,  05010 ,  بلدي ,  18 ,  480 
  م.إ. ابن يونس ,Publique,moyenne,  المنستير ,  الوردنين ,  05010 ,  بلدي ,  15 ,  419 
  م.إ. سيدي بوعثمان ,Publique,moyenne,  المنستير ,  الوردنين ,  05052 ,  بلدي ,  6 ,  128 
  م.إ. منزل خير ,Publique,excellent,  المنستير ,  الوردنين ,  05041 ,  بلدي ,  6 ,  113 
  م.إ. التقدم ,Publique,moyenne,  المنستير ,  الوردنين ,  05010 ,  بلدي ,  16 ,  422 
  م.إ. عبد الله فرحات ,Publique,moyenne,  المنستير ,  الوردنين ,  05010 ,  بلدي ,  18 ,  481 
  م.إ. الشهداء ,Publique,moyenne,  المنستير ,  الوردنين ,  05010 ,  بلدي ,  13 ,  367 
  م.إ. السلام ,Publique,moyenne,  المنستير ,  الساحلين ,  05012 ,  بلدي ,  21 ,  601 
  م.إ. الحبيب ,Publique,mauvaise,  المنستير ,  الساحلين ,  05012 ,  بلدي ,  18 ,  545 
  م.إ. معتمر ,Publique,moyenne,  المنستير ,  الساحلين ,  05012 ,  بلدي ,  20 ,  573 
  م.إ. مسجد عيسى ,Publique,moyenne,  المنستير ,  الساحلين ,  05042 ,  بلدي ,  8 ,  173 
  م.إ. سيدي عامر ,Publique,moyenne,  المنستير ,  الساحلين ,  05061 ,  بلدي ,  22 ,  637 
  م.إ. شاكر الساحلين ,Publique,moyenne,  المنستير ,  الساحلين ,  05012 ,  بلدي ,  7 ,  198 
  م.إ. 3 جانفي 1953 زرمدين ,Publique,moyenne,  المنستير ,  زرمدين ,  05040 ,  بلدي ,  12 ,  305 
  م.إ. شارع بوقيبة ,Publique,moyenne,  المنستير ,  زرمدين ,  05040 ,  بلدي ,  24 ,  708 
  م.إ. أولاد العرضاوي منزل الحياة ,Publique,moyenne,  المنستير ,  زرمدين ,  05033 ,  بلدي ,  6 ,  140 
  م.إ. منزل الحياة ابن خلدون ,Publique,moyenne,  المنستير ,  زرمدين ,  05033 ,  بلدي ,  6 ,  126 
  م.إ. العلالشة ,Publique,excellent,  المنستير ,  زرمدين ,  05046 ,  بلدي ,  6 ,  95 
  م.إ. المليشات الفتح ,Publique,moyenne,  المنستير ,  زرمدين ,  05046 ,  بلدي ,  12 ,  320 
  م.إ. المزاوغة ,Publique,moyenne,  المنستير ,  زرمدين ,  05045 ,  بلدي ,  12 ,  303 
  م.إ. المهيري ,Publique,moyenne,  المنستير ,  زرمدين ,  05040 ,  بلدي ,  18 ,  530 
  م.إ. منزل الحياة الشابي ,Publique,moyenne,  المنستير ,  زرمدين ,  05033 ,  بلدي ,  7 ,  162 
  م.إ. القدس ,Publique,excellent,  المنستير ,  زرمدين ,  05040 ,  بلدي ,  6 ,  94 
  م.إ. ابن خلدون ,Publique,excellent,  المنستير ,  زرمدين ,  05040 ,  بلدي ,  6 ,  89 
  م.إ. المزاوغة الشمالية ,Publique,excellent,  المنستير ,  زرمدين ,  05045 ,  بلدي ,  5 ,  28 
  م.إ. أولاد منجة-مليشات ,Publique,moyenne,  المنستير ,  زرمدين ,  05045 ,  بلدي ,  6 ,  151 
  م.إ. الطرابلسية منزل الحياة ,Publique,excellent,  المنستير ,  زرمدين ,  05035 ,  بلدي ,  6 ,  106 
  م.إ. حشاد ,Publique,mauvaise,  المنستير ,  بني حسان ,  05014 ,  بلدي ,  18 ,  544 
  م.إ. 34/3/2 بني حسان ,Publique,moyenne,  المنستير ,  بني حسان ,  05014 ,  بلدي ,  12 ,  297 
  م.إ. الغنادة ,Publique,moyenne,  المنستير ,  بني حسان ,  05026 ,  بلدي ,  12 ,  344 
  م.إ. الجنائحة 1 ,Publique,moyenne,  المنستير ,  بني حسان ,  05014 ,  بلدي ,  11 ,  238 
  م.إ. الجنائحة 2- المستقبل ,Publique,excellent,  المنستير ,  بني حسان ,  05014 ,  بلدي ,  6 ,  69 
  م.إ. العثامنة ,Publique,excellent,  المنستير ,  بني حسان ,  05026 ,  بلدي ,  6 ,  111 
  م.إ. القصاص ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  15 ,  390 
  م.إ. سيدي مسعود ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  21 ,  603 
  م.إ. الهداية ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  17 ,  458 
  م.إ. زاوية قنطش شارع بورقيبة ,Publique,mauvaise,  المنستير ,  جمال ,  05028 ,  بلدي ,  19 ,  604 
  م.إ. منزل كامل شارع بورقيبة ,Publique,moyenne,  المنستير ,  جمال ,  05013 ,  بلدي ,  16 ,  400 
  م.إ. الطيايرة ,Publique,moyenne,  المنستير ,  جمال ,  05027 ,  بلدي ,  7 ,  164 
  م.إ. الشهداء ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  31 ,  899 
  م.إ. بئر الطيب ,Publique,moyenne,  المنستير ,  جمال ,  05043 ,  بلدي ,  7 ,  169 
  م.إ. ابن الجزار ,Publique,mauvaise,  المنستير ,  جمال ,  05020 ,  بلدي ,  24 ,  733 
  م.إ. الحي الجديد منزل كامل ,Publique,moyenne,  المنستير ,  جمال ,  05013 ,  بلدي ,  12 ,  319 
  م.إ. المهيري ,Publique,mauvaise,  المنستير ,  جمال ,  05020 ,  بلدي ,  25 ,  774 
  م.إ. السعيدة ,Publique,moyenne,  المنستير ,  جمال ,  05017 ,  بلدي ,  6 ,  135 
  م.إ. حي المنار ,Publique,mauvaise,  المنستير ,  جمال ,  05020 ,  بلدي ,  24 ,  730 
  م.إ. ب - س - ب جمال ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  17 ,  469 
  م.إ. حي الفتح ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  17 ,  473 
  م.إ. حي التضامن ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  6 ,  158 
  م.إ.حنبعل زاوية قنطش ,Publique,moyenne,  المنستير ,  جمال ,  05020 ,  بلدي ,  6 ,  145 
  م.إ. بورقيبة ,Publique,moyenne,  المنستير ,  بمبلة ,  05021 ,  بلدي ,  13 ,  360 
  م.إ. حشاد ,Publique,moyenne,  المنستير ,  بمبلة ,  05021 ,  بلدي ,  18 ,  500 
  م.إ. المنار - بالمنارة ,Publique,moyenne,  المنستير ,  بمبلة ,  05076 ,  بلدي ,  6 ,  140 
  م.إ. منزل النورشارع بورقيبة ,Publique,mauvaise,  المنستير ,  بمبلة ,  05022 ,  بلدي ,  35 ,  1243 
  م.إ. 34/3/2 منزل النور ,Publique,moyenne,  المنستير ,  بمبلة ,  05022 ,  بلدي ,  7 ,  162 
  م.إ. المصدور ,Publique,moyenne,  المنستير ,  بمبلة ,  05032 ,  بلدي ,  14 ,  333 
  م.إ. منزل حرب ,Publique,moyenne,  المنستير ,  بمبلة ,  05036 ,  بلدي ,  8 ,  204 
  م.إ. الجمهورية ,Publique,mauvaise,  المنستير ,  بمبلة ,  05021 ,  بلدي ,  17 ,  523 
  م.إ. الشهيد سامي يوسف منزل النور ,Publique,moyenne,  المنستير ,  بمبلة ,  05022 ,  بلدي ,  7 ,  184 
  م.إ حي الخضراء ,Publique,moyenne,  المنستير ,  بمبلة ,   ,  بلدي ,  6 ,  148 
  م.إ. الهدى ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  16 ,  411 
  م.إ.الفتح ( نهج بورقيبة ) ,Publique,mauvaise,  المنستير ,  المكنين ,  05050 ,  بلدي ,  28 ,  933 
  م.إ. ابن صالح ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  22 ,  616 
  م.إ. الزهور ,Publique,mauvaise,  المنستير ,  المكنين ,  05050 ,  بلدي ,  21 ,  673 
  م.إ. النور ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  28 ,  807 
  م.إ. سعيد أبو بكر ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  16 ,  432 
  م.إ. الاخلاق ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  27 ,  758 
  م.إ. شراحيل ,Publique,moyenne,  المنستير ,  المكنين ,  05034 ,  بلدي ,  14 ,  379 
  م.إ. الحجاج ,Publique,moyenne,  المنستير ,  المكنين ,  05071 ,  بلدي ,  12 ,  246 
  م.إ. الفحول ,Publique,moyenne,  المنستير ,  المكنين ,  05053 ,  بلدي ,  8 ,  185 
  م.إ. سيدي بنور أولاد سعيد ,Publique,moyenne,  المنستير ,  المكنين ,   ,  بلدي ,  8 ,  188 
  م.إ. منزل فارسي ,Publique,moyenne,  المنستير ,  المكنين ,  05024 ,  بلدي ,  16 ,  468 
  م.إ. سيدي بنور الحي الجديد ,Publique,moyenne,  المنستير ,  المكنين ,  05044 ,  بلدي ,  11 ,  249 
  م.إ. الحاج محمد زخامة ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  21 ,  596 
  م.إ. الزامرين ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  12 ,  333 
  م.إ. أولاد عزيزة الحجاج ,Publique,moyenne,  المنستير ,  المكنين ,  05071 ,  بلدي ,  15 ,  432 
  م.إ. المرازقة بالفحول ,Publique,moyenne,  المنستير ,  المكنين ,   ,  بلدي ,  6 ,  142 
  م.إ. أولاد بوسيف الفحول ,Publique,moyenne,  المنستير ,  المكنين ,  05034 ,  بلدي ,  6 ,  142 
  م.إ. السميرات حسن بن ابراهيم ,Publique,moyenne,  المنستير ,  المكنين ,  05054 ,  بلدي ,  12 ,  262 
  م.إ. المزاهيد شراحيل ,Publique,moyenne,  المنستير ,  المكنين ,  05034 ,  بلدي ,  8 ,  186 
  م.إ. فرج الحاج عثمان بالقراوة ,Publique,moyenne,  المنستير ,  المكنين ,  05053 ,  بلدي ,  6 ,  141 
  م.إ. الحوم سيدي بنور ,Publique,moyenne,  المنستير ,  المكنين ,  05044 ,  بلدي ,  6 ,  164 
  م.إ. الشواشين ,Publique,excellent,  المنستير ,  المكنين ,  05024 ,  بلدي ,  6 ,  42 
  م.إ. الاضياف ,Publique,moyenne,  المنستير ,  المكنين ,  05071 ,  بلدي ,  6 ,  129 
  م.إ. خير الدين ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  17 ,  435 
  م.إ. الحرية ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  15 ,  411 
  م.إ. الفحول الجديدة ,Publique,excellent,  المنستير ,  المكنين ,  05053 ,  بلدي ,  6 ,  101 
  م.إ. الفحول العهد الجديد ,Publique,excellent,  المنستير ,  المكنين ,  05053 ,  بلدي ,  6 ,  115 
  م.إ. المثابرة التوازرة ,Publique,moyenne,  المنستير ,  المكنين ,  05054 ,  بلدي ,  10 ,  224 
  م.إ. النصر التوازرة ,Publique,moyenne,  المنستير ,  المكنين ,  05054 ,  بلدي ,  6 ,  142 
  م.إ. ابن خلدون التوازرة ,Publique,excellent,  المنستير ,  المكنين ,  05054 ,  بلدي ,  6 ,  82 
  م.إ. الرشاد التوازرة ,Publique,moyenne,  المنستير ,  المكنين ,  05054 ,  بلدي ,  6 ,  174 
  م.إ. أولاد جمعة -الفوز بالحجاج ,Publique,moyenne,  المنستير ,  المكنين ,  04071 ,  بلدي ,  6 ,  147 
  م.إ. المنار 1 ,Publique,moyenne,  المنستير ,  المكنين ,  05050 ,  بلدي ,  6 ,  170 
  م.إ.راس الوادي ,Publique,moyenne,  المنستير ,  المكنين ,   ,  بلدي ,  6 ,  174 
  م.إ. الحي الجديد ,Publique,moyenne,  المنستير ,  البقالط ,  05090 ,  بلدي ,  24 ,  704 
  م.إ. البقالطة المحطة ,Publique,mauvaise,  المنستير ,  البقالط ,  05090 ,  بلدي ,  15 ,  462 
  م.إ. البغدادي ,Publique,excellent,  المنستير ,  البقالط ,  05090 ,  بلدي ,  6 ,  55 
  م.إ. حشاد ,Publique,moyenne,  المنستير ,  البقالط ,  05090 ,  بلدي ,  12 ,  283 
  م.إ. الشرف ,Publique,excellent,  المنستير ,  البقالط ,  05091 ,  بلدي ,  6 ,  97 
  م.إ. البحيرة ,Publique,excellent,  المنستير ,  البقالط ,  05092 ,  بلدي ,  6 ,  105 
  م.إ. زبيد ,Publique,excellent,  المنستير ,  البقالط ,  05090 ,  بلدي ,  6 ,  61 
  م.إ. الهداية ,Publique,mauvaise,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  30 ,  954 
  م.إ. النجاح ,Publique,moyenne,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  11 ,  232 
  م.إ. 52/1/23 ,Publique,moyenne,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  25 ,  734 
  م.إ. السكرين ,Publique,moyenne,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  11 ,  251 
  م.إ. بودريس ,Publique,moyenne,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  19 ,  526 
  م.إ. الفاضلين ,Publique,moyenne,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  17 ,  457 
  م.إ. 3/2 ,Publique,mauvaise,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  30 ,  914 
  م.إ. شط بن ريانة ,Publique,excellent,  المنستير ,  طبلبة ,  05080 ,  بلدي ,  6 ,  111 
  م.إ. حي الرياض 3 ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  13 ,  339 
  م.إ. الحاج علي صوّة ,Publique,mauvaise,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  24 ,  728 
  م.إ. بوزويتة ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  20 ,  551 
  م.إ. صفر ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  18 ,  500 
  م.إ. فرج الإميّم ,Publique,mauvaise,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  12 ,  364 
  م.إ. 2 مارس ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  20 ,  587 
  م.إ. نهج بوغزالة ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  18 ,  473 
  م.إ. حي الرياض 1 ,Publique,moyenne,  المنستير ,  قصر هلال ,  05016 ,  بلدي ,  15 ,  352 
  م.إ. حي الرياض 2 ,Publique,moyenne,  المنستير ,  قصر هلال ,  05016 ,  بلدي ,  20 ,  564 
  م.إ. الفتح - وادي قاسم ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  16 ,  427 
  م.إ. حي بئر سكرة ,Publique,moyenne,  المنستير ,  قصر هلال ,  05070 ,  بلدي ,  6 ,  126 
  م.إ. شارع بورقيبة لمطة ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05099 ,  بلدي ,  12 ,  325 
  م.إ. صيادة الجمهورية ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05055 ,  بلدي ,  20 ,  553 
  م.إ. صيادة الشيخ منصور ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05015 ,  بلدي ,  7 ,  158 
  م.إ. المختار الحجري ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05015 ,  بلدي ,  20 ,  585 
  م.إ. صيادة سليمان ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05035 ,  بلدي ,  24 ,  686 
  م.إ. بئر العايب لمطة ,Publique,moyenne,  المنستير ,  صيادة لمطة بوحجر ,  05099 ,  بلدي ,  12 ,  245 
  م.إ. ابن رشد ,Publique,moyenne,  المهدية ,  المهدية ,  05100 ,  بلدي ,  23 ,  610 
  م.إ. سيدي القديدي ,Publique,moyenne,  المهدية ,  المهدية ,  05100 ,  بلدي ,  8 ,  166 
  م.إ. هيبون بورقيبة ,Publique,moyenne,  المهدية ,  المهدية ,  05111 ,  بلدي ,  18 ,  463 
  م.إ. الأكواش ,Publique,moyenne,  المهدية ,  المهدية ,  05199 ,  بلدي ,  14 ,  371 
  م.إ. رجيش شارع بورقيبة ,Publique,moyenne,  المهدية ,  المهدية ,  05121 ,  بلدي ,  20 ,  560 
